result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step104_pair_方円_6_0002702,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,鬼庭左月斎|高台院|三好長慶(生殺)|明石全登|羽柴秀吉(涼)|願証寺証恵,鬼庭左月斎|高台院|三好長慶(生殺)|明石全登|羽柴秀吉(涼)|願証寺証恵,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,8448,6273,53,112,0,625,308,121,121,113,118,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||鬼庭左月斎|高台院|三好長慶(生殺)|明石全登|羽柴秀吉(涼)|願証寺証恵||2-3-4:明敏の絆|2-3-4:老練闊達|2-3-4:才気煥発|4-5-6:雄材大略|6-1-2:健康第一|6-1-2:王佐之才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,16292,16292,jinpo_result_db_6.csv
step104_pair_方円_6_0002705,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,鬼庭左月斎|高台院|今川義元(周年)|明石全登|小田氏治|願証寺証恵,鬼庭左月斎|高台院|今川義元(周年)|明石全登|小田氏治|願証寺証恵,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,8262,6301,58,114,0,639,297,127,128,125,124,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||鬼庭左月斎|高台院|今川義元(周年)|明石全登|小田氏治|願証寺証恵||2-3-4:明敏の絆|2-3-4:老練闊達|2-3-4:才気煥発|4-5-6:雄材大略|6-1-2:健康第一|6-1-2:王佐之才,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,16175,16175,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_009202,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9127,2728,76,60,336,310,463,636,662,642,676,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆||2-3-4:文明開化|2-3-4:花鳥風月|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,15716,15716,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_009206,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9147,2802,87,61,384,314,473,633,629,642,726,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩||2-3-4:文明開化|2-3-4:花鳥風月|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,15898,15898,jinpo_result_db_6.csv
step104_pair_方円_6_0002703,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,鬼庭左月斎|高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵,鬼庭左月斎|高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,8410,6277,61,113,0,607,309,116,115,114,113,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||鬼庭左月斎|高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵||2-3-4:明敏の絆|2-3-4:老練闊達|2-3-4:才気煥発|4-5-6:雄材大略|6-1-2:健康第一|6-1-2:王佐之才,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,16235,16235,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_009207,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩,納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9147,2802,87,61,384,314,473,633,629,642,726,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩||2-3-4:文明開化|2-3-4:花鳥風月|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,15898,15898,jinpo_result_db_6.csv
step104_pair_方円_6_0000001,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久,宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,9679,4904,112,158,87,809,201,163,163,158,165,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久||2-3-4:才気煥発|2-3-4:質実剛健|4-5-6:明敏の絆|4-5-6:老練闊達|6-1-2:謀略家|6-1-2:柔能制剛,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,16599,16599,jinpo_result_db_6.csv
step104_pair_方円_6_0001706,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,出雲阿国(野望)|堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア,出雲阿国(野望)|堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,9147,2802,87,61,384,314,473,633,629,642,726,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||出雲阿国(野望)|堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:流行創出|6-1-2:花鳥風月,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,15898,15898,jinpo_result_db_6.csv
step104_pair_方円_6_0000002,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久,宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,9640,4907,127,159,86,789,201,160,158,158,159,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||宇喜多直家|武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久||2-3-4:才気煥発|2-3-4:質実剛健|4-5-6:明敏の絆|4-5-6:老練闊達|6-1-2:謀略家|6-1-2:柔能制剛,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,16544,16544,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_009215,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|柳生宗矩,納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|柳生宗矩,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9061,2726,80,62,344,302,455,633,646,630,686,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|柳生宗矩||2-3-4:文明開化|2-3-4:花鳥風月|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,15625,15625,jinpo_result_db_6.csv
step104_pair_方円_6_0001607,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,義姫|高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎,義姫|高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎,健康第一|王佐之才|密教の絆|才気煥発|明敏の絆|老練闊達,健康第一|王佐之才|密教の絆|才気煥発|明敏の絆|老練闊達,8258,5484,50,126,0,661,425,144,157,146,140,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||義姫|高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎||2-3-4:健康第一|2-3-4:王佐之才|4-5-6:密教の絆|4-5-6:才気煥発|6-1-2:明敏の絆|6-1-2:老練闊達,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,15591,15591,jinpo_result_db_6.csv
step101_new_eiketsu_方円_7_009219,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,方円,通常,6,納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|小田氏治|柳生宗矩,納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|小田氏治|柳生宗矩,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9061,2726,80,62,344,302,455,633,646,630,686,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||納涼忍お綾|堀秀政|魔女ルシア|出雲阿国(野望)|小田氏治|柳生宗矩||2-3-4:文明開化|2-3-4:花鳥風月|4-5-6:流行創出|6-1-2:才腕の絆|6-1-2:技巧伝承|6-1-2:多芸多才,fallback_hero_stats:小田氏治,step171_new_formula_rebuild,15625,15625,jinpo_result_db_6.csv
step104_pair_方円_6_0002706,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,6,鬼庭左月斎|高台院|義姫|明石全登|尼子晴久|願証寺証恵,鬼庭左月斎|高台院|義姫|明石全登|尼子晴久|願証寺証恵,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,8276,6371,54,116,0,686,308,133,130,125,139,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||6||鬼庭左月斎|高台院|義姫|明石全登|尼子晴久|願証寺証恵||2-3-4:明敏の絆|2-3-4:老練闊達|2-3-4:才気煥発|4-5-6:雄材大略|6-1-2:健康第一|6-1-2:王佐之才,fallback_hero_stats:尼子晴久,step171_new_formula_rebuild,16338,16338,jinpo_result_db_6.csv
