result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file,sort_key,sort_value
step101_new_eiketsu_魚鱗_7_006861,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵|鬼庭左月斎,高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵|鬼庭左月斎,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,9281,7255,81,88,0,602,285,80,80,74,81,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||高台院|今川義元(周年)|明石全登|羽柴秀吉(涼)|願証寺証恵|鬼庭左月斎||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:雄材大略|5-6-1:健康第一|5-6-1:王佐之才,bond_count_changed:7->6,step103_rules_dedup_rebuild,17907,17907,jinpo_result_db_6.csv,total_score,17907
step104_pair_魚鱗_6_0003306,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,6,堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|大内義隆|納涼忍お綾,堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|大内義隆|納涼忍お綾,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9987,4226,84,53,489,247,416,567,581,590,641,ステータス計算済み,魚鱗↔方円は同一6人サイクルを1枠回転した対関係。陣法ルールに合わせ、対陣形行を生成し、陣形倍率差のみ反映。,STEP104_PAIR_TRANSFORM_FROM_STEP103_DEDUP_RESULT,魚鱗ABC/CDE/EFA ↔ 方円BCD/DEF/FAB が同一3ラインになるよう配置を1枠回転し、同一因縁重複除外後の値に陣形倍率差を反映,魚鱗||通常||6||堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|大内義隆|納涼忍お綾||1-2-3:文明開化|1-2-3:花鳥風月|3-4-5:流行創出|5-6-1:才腕の絆|5-6-1:技巧伝承|5-6-1:多芸多才,bond_count_changed:7->6;fish_hoen_pair_from:step101_new_eiketsu_方円_7_009196,step104_fish_hoen_pair_equalize,17881,17881,jinpo_result_db_6.csv,total_score,17881
step101_new_eiketsu_魚鱗_7_000042,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久|宇喜多直家,武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久|宇喜多直家,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,10373,6000,62,104,112,803,156,63,61,58,61,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||武田晴信|羽柴秀吉(涼)|高台院|三好長慶(生殺)|島津義久|宇喜多直家||1-2-3:才気煥発|1-2-3:質実剛健|3-4-5:明敏の絆|3-4-5:老練闊達|5-6-1:謀略家|5-6-1:柔能制剛,bond_count_changed:7->6,step103_rules_dedup_rebuild,17853,17853,jinpo_result_db_6.csv,total_score,17853
step101_new_eiketsu_魚鱗_7_004312,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,堀秀政|雑賀孫市(道化)|柳生宗矩|小田氏治|魔女ルシア|出雲阿国(野望),堀秀政|雑賀孫市(道化)|柳生宗矩|小田氏治|魔女ルシア|出雲阿国(野望),才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,10073,4169,89,63,467,216,412,559,574,599,631,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||堀秀政|雑賀孫市(道化)|柳生宗矩|小田氏治|魔女ルシア|出雲阿国(野望)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|3-4-5:流行創出|5-6-1:花鳥風月,bond_count_changed:7->6,step103_rules_dedup_rebuild,17852,17852,jinpo_result_db_6.csv,total_score,17852
step101_new_eiketsu_魚鱗_7_000044,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久|宇喜多直家,武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久|宇喜多直家,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,才気煥発|質実剛健|明敏の絆|老練闊達|謀略家|柔能制剛,10344,6007,78,104,112,791,156,63,61,58,61,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||武田晴信|羽柴秀吉(涼)|高台院|今川義元(周年)|島津義久|宇喜多直家||1-2-3:才気煥発|1-2-3:質実剛健|3-4-5:明敏の絆|3-4-5:老練闊達|5-6-1:謀略家|5-6-1:柔能制剛,bond_count_changed:7->6,step103_rules_dedup_rebuild,17835,17835,jinpo_result_db_6.csv,total_score,17835
step104_pair_魚鱗_6_0003307,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,6,堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆|納涼忍お綾,堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆|納涼忍お綾,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9957,4171,84,53,489,241,416,566,592,583,616,ステータス計算済み,魚鱗↔方円は同一6人サイクルを1枠回転した対関係。陣法ルールに合わせ、対陣形行を生成し、陣形倍率差のみ反映。,STEP104_PAIR_TRANSFORM_FROM_STEP103_DEDUP_RESULT,魚鱗ABC/CDE/EFA ↔ 方円BCD/DEF/FAB が同一3ラインになるよう配置を1枠回転し、同一因縁重複除外後の値に陣形倍率差を反映,魚鱗||通常||6||堀秀政|出雲阿国(野望)|魔女ルシア|小田氏治|大内義隆|納涼忍お綾||1-2-3:文明開化|1-2-3:花鳥風月|3-4-5:流行創出|5-6-1:才腕の絆|5-6-1:技巧伝承|5-6-1:多芸多才,bond_count_changed:7->6;fish_hoen_pair_from:step101_new_eiketsu_方円_7_009202,step104_fish_hoen_pair_equalize,17768,17768,jinpo_result_db_6.csv,total_score,17768
step104_pair_魚鱗_6_0003308,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,6,堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩|納涼忍お綾,堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩|納涼忍お綾,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9886,4225,92,56,509,241,412,561,557,575,654,ステータス計算済み,魚鱗↔方円は同一6人サイクルを1枠回転した対関係。陣法ルールに合わせ、対陣形行を生成し、陣形倍率差のみ反映。,STEP104_PAIR_TRANSFORM_FROM_STEP103_DEDUP_RESULT,魚鱗ABC/CDE/EFA ↔ 方円BCD/DEF/FAB が同一3ラインになるよう配置を1枠回転し、同一因縁重複除外後の値に陣形倍率差を反映,魚鱗||通常||6||堀秀政|出雲阿国(野望)|魔女ルシア|尼子晴久|柳生宗矩|納涼忍お綾||1-2-3:文明開化|1-2-3:花鳥風月|3-4-5:流行創出|5-6-1:才腕の絆|5-6-1:技巧伝承|5-6-1:多芸多才,bond_count_changed:7->6;fish_hoen_pair_from:step101_new_eiketsu_方円_7_009206,step104_fish_hoen_pair_equalize,17768,17768,jinpo_result_db_6.csv,total_score,17768
step104_pair_魚鱗_6_0003309,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,6,堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩|納涼忍お綾,堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩|納涼忍お綾,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,文明開化|花鳥風月|流行創出|才腕の絆|技巧伝承|多芸多才,9894,4183,92,56,509,240,412,560,564,580,642,ステータス計算済み,魚鱗↔方円は同一6人サイクルを1枠回転した対関係。陣法ルールに合わせ、対陣形行を生成し、陣形倍率差のみ反映。,STEP104_PAIR_TRANSFORM_FROM_STEP103_DEDUP_RESULT,魚鱗ABC/CDE/EFA ↔ 方円BCD/DEF/FAB が同一3ラインになるよう配置を1枠回転し、同一因縁重複除外後の値に陣形倍率差を反映,魚鱗||通常||6||堀秀政|魔女ルシア|出雲阿国(野望)|尼子晴久|柳生宗矩|納涼忍お綾||1-2-3:文明開化|1-2-3:花鳥風月|3-4-5:流行創出|5-6-1:才腕の絆|5-6-1:技巧伝承|5-6-1:多芸多才,bond_count_changed:7->6;fish_hoen_pair_from:step101_new_eiketsu_方円_7_009207,step104_fish_hoen_pair_equalize,17732,17732,jinpo_result_db_6.csv,total_score,17732
step101_new_eiketsu_魚鱗_7_006868,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,高台院|義姫|明石全登|尼子晴久|願証寺証恵|鬼庭左月斎,高台院|義姫|明石全登|尼子晴久|願証寺証恵|鬼庭左月斎,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,明敏の絆|老練闊達|才気煥発|雄材大略|健康第一|王佐之才,9181,7110,60,88,0,646,285,90,87,85,98,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||高台院|義姫|明石全登|尼子晴久|願証寺証恵|鬼庭左月斎||1-2-3:明敏の絆|1-2-3:老練闊達|1-2-3:才気煥発|3-4-5:雄材大略|5-6-1:健康第一|5-6-1:王佐之才,bond_count_changed:7->6,step103_rules_dedup_rebuild,17730,17730,jinpo_result_db_6.csv,total_score,17730
step101_new_eiketsu_魚鱗_7_004027,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎|義姫,高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎|義姫,健康第一|王佐之才|密教の絆|才気煥発|明敏の絆|老練闊達,健康第一|王佐之才|密教の絆|才気煥発|明敏の絆|老練闊達,9785,6218,62,110,0,648,399,122,134,128,123,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||高台院|真田信幸|甲斐宗運|小田氏治|長尾景虎|義姫||1-2-3:健康第一|1-2-3:王佐之才|3-4-5:密教の絆|3-4-5:才気煥発|5-6-1:明敏の絆|5-6-1:老練闊達,bond_count_changed:7->6,step103_rules_dedup_rebuild,17729,17729,jinpo_result_db_6.csv,total_score,17729
step101_new_eiketsu_魚鱗_7_004302,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,6,堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア|出雲阿国(野望),堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア|出雲阿国(野望),才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,才腕の絆|文明開化|技巧伝承|多芸多才|流行創出|花鳥風月,9797,4225,92,56,509,236,403,566,561,585,664,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,魚鱗||通常||6||堀秀政|納涼忍お綾|柳生宗矩|尼子晴久|魔女ルシア|出雲阿国(野望)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|3-4-5:流行創出|5-6-1:花鳥風月,bond_count_changed:7->6,step103_rules_dedup_rebuild,17694,17694,jinpo_result_db_6.csv,total_score,17694
