result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file,sort_key,sort_value
step101_new_eiketsu_魚鱗_7_000913,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝(立役)|羽柴秀吉(涼),大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝(立役)|羽柴秀吉(涼),才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,8212,1120,88,143,393,197,489,374,385,394,399,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||大内義隆|納涼忍お綾|堀秀政|豊臣秀吉|細川藤孝(立役)|羽柴秀吉(涼)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|3-4-5:巧言令色,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12194,12194,jinpo_result_db_5.csv,生命,8212
step104_pair_魚鱗_5_0002284,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,魚鱗,通常,5,堀秀政|魔女ルシア|細川藤孝(立役)|前田慶次(野望)|大内義隆|雑賀孫市(道化),堀秀政|魔女ルシア|細川藤孝(立役)|前田慶次(野望)|大内義隆|雑賀孫市(道化),文明開化|技巧伝承|山紫水明|才腕の絆|多芸多才,文明開化|技巧伝承|山紫水明|才腕の絆|多芸多才,8210,0,91,73,397,321,308,512,527,538,550,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||堀秀政|魔女ルシア|細川藤孝(立役)|前田慶次(野望)|大内義隆|雑賀孫市(道化)||1-2-3:文明開化|1-2-3:技巧伝承|3-4-5:山紫水明|5-6-1:才腕の絆|5-6-1:多芸多才,,step171_new_formula_rebuild,11527,11527,jinpo_result_db_5.csv,生命,8210
step101_new_eiketsu_魚鱗_7_006843,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8186,4702,250,353,77,71,129,157,167,192,153,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14437,14437,jinpo_result_db_5.csv,生命,8186
step101_new_eiketsu_魚鱗_7_007355,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|佐竹義重|伊達政宗(起源),納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|佐竹義重|伊達政宗(起源),才腕の絆|文明開化|技巧伝承|多芸多才|意気衝天,才腕の絆|文明開化|技巧伝承|多芸多才|意気衝天,8179,2220,108,69,513,273,283,362,371,387,398,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||納涼忍お綾|堀秀政|柳生宗矩|羽柴秀吉(涼)|佐竹義重|伊達政宗(起源)||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|5-6-1:意気衝天,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,13163,13163,jinpo_result_db_5.csv,生命,8179
step101_new_eiketsu_魚鱗_7_006891,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|井伊直政(勇猛)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|井伊直政(勇猛)|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8154,4808,262,355,81,85,142,173,187,208,172,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|井伊直政(勇猛)|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14627,14627,jinpo_result_db_5.csv,生命,8154
step101_new_eiketsu_魚鱗_7_006844,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8154,4702,242,346,74,70,136,146,157,175,143,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14345,14345,jinpo_result_db_5.csv,生命,8154
step101_new_eiketsu_魚鱗_7_000848,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|蜂須賀正勝,堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|蜂須賀正勝,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,8153,1161,95,143,403,189,479,383,374,380,407,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|蜂須賀正勝||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|5-6-1:巧言令色,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12167,12167,jinpo_result_db_5.csv,生命,8153
step101_new_eiketsu_魚鱗_7_000853,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|豊臣秀吉,堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|豊臣秀吉,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,才腕の絆|文明開化|技巧伝承|多芸多才|巧言令色,8153,1120,92,145,400,193,483,372,374,389,404,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||堀秀政|納涼忍お綾|柳生宗矩|羽柴秀吉(涼)|細川藤孝(立役)|豊臣秀吉||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|5-6-1:巧言令色,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12125,12125,jinpo_result_db_5.csv,生命,8153
db79_1239_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|愛姫(起源),武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|愛姫(起源),意気衝天|雄材大略|健康第一|老練闊達|質実剛健,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,8125,6375,69,217,72,459,88,178,154,146,164,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|愛姫(起源)||1-2-3:意気衝天|1-2-3:雄材大略|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,16047,16047,jinpo_result_db_5.csv,生命,8125
db79_1632_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院,武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,8125,6347,62,214,67,466,88,176,150,140,160,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|北条綱成(籠城)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院||1-2-3:意気衝天|1-2-3:雄材大略|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,15995,15995,jinpo_result_db_5.csv,生命,8125
db79_1069_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|愛姫(起源),武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|愛姫(起源),意気衝天|雄材大略|健康第一|老練闊達|質実剛健,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,8120,6416,75,220,74,435,88,166,160,158,152,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|愛姫(起源)||1-2-3:意気衝天|1-2-3:雄材大略|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,16064,16064,jinpo_result_db_5.csv,生命,8120
db79_1382_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院,武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,意気衝天|雄材大略|健康第一|老練闊達|質実剛健,8120,6387,69,216,70,444,88,164,158,152,148,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|北条綱成(籠城)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院||1-2-3:意気衝天|1-2-3:雄材大略|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,16016,16016,jinpo_result_db_5.csv,生命,8120
step101_new_eiketsu_魚鱗_7_006920,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8115,4624,257,346,74,76,139,152,164,181,154,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14282,14282,jinpo_result_db_5.csv,生命,8115
