result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file,sort_key,sort_value
step174_8_010901,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0204|EIK_0068,豊臣秀長|前田利家(雄材)|武田晴信|三条の方|北条氏康(獅子)|島津義久,EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0204|EIK_0068,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,13795,4648,236,243,242,927,241,581,584,596,595,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0068|EIK_0204||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22688,22688,jinpo_result_db_8.csv,生命,13795
step174_8_010902,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0378|EIK_0015|EIK_0016|EIK_0204|EIK_0068,豊臣秀長|前田利家|武田晴信|三条の方|北条氏康(獅子)|島津義久,EIK_0001|EIK_0378|EIK_0015|EIK_0016|EIK_0204|EIK_0068,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,13795,4648,236,243,242,927,241,581,584,596,595,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0016|EIK_0068|EIK_0204|EIK_0378||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22688,22688,jinpo_result_db_8.csv,生命,13795
step174_8_010852,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0012|EIK_0066|EIK_0015|EIK_0114|EIK_0084|EIK_0017,前田利家(雄材)|鍋島直茂(乱雲)|武田晴信|細川藤孝(立役)|高台院|堀秀政,EIK_0012|EIK_0066|EIK_0015|EIK_0114|EIK_0084|EIK_0017,雄材大略|摂理探究|謀略家|健康第一|質実剛健|老練闊達|花鳥風月|巧言令色,雄材大略|摂理探究|謀略家|健康第一|質実剛健|老練闊達|花鳥風月|巧言令色,13787,7173,236,299,0,636,438,471,465,485,474,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0012|EIK_0015|EIK_0017|EIK_0066|EIK_0084|EIK_0114||健康第一|巧言令色|摂理探究|老練闊達|花鳥風月|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,24464,24464,jinpo_result_db_8.csv,生命,13787
step174_8_010853,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0015|EIK_0114|EIK_0084|EIK_0017|EIK_0378|EIK_0066,武田晴信|細川藤孝(立役)|高台院|堀秀政|前田利家|鍋島直茂(乱雲),EIK_0015|EIK_0114|EIK_0084|EIK_0017|EIK_0378|EIK_0066,健康第一|質実剛健|老練闊達|花鳥風月|巧言令色|雄材大略|摂理探究|謀略家,健康第一|質実剛健|老練闊達|花鳥風月|巧言令色|雄材大略|摂理探究|謀略家,13787,7173,236,299,0,636,438,471,465,485,474,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0015|EIK_0017|EIK_0066|EIK_0084|EIK_0114|EIK_0378||健康第一|巧言令色|摂理探究|老練闊達|花鳥風月|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,24464,24464,jinpo_result_db_8.csv,生命,13787
step174_8_010976,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0204|EIK_0233,豊臣秀長|前田利家(雄材)|武田晴信|雫の者|北条氏康(獅子)|小早川隆景(羽織),EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0204|EIK_0233,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,13779,4044,214,237,233,925,240,585,606,603,556,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0204|EIK_0233||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22022,22022,jinpo_result_db_8.csv,生命,13779
step174_8_010977,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0378|EIK_0015|EIK_0018|EIK_0204|EIK_0233,豊臣秀長|前田利家|武田晴信|雫の者|北条氏康(獅子)|小早川隆景(羽織),EIK_0001|EIK_0378|EIK_0015|EIK_0018|EIK_0204|EIK_0233,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,13779,4044,214,237,233,925,240,585,606,603,556,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0018|EIK_0204|EIK_0233|EIK_0378||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22022,22022,jinpo_result_db_8.csv,生命,13779
step174_8_011162,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0204|EIK_0034,豊臣秀長|前田利家(雄材)|武田晴信|三条の方|北条氏康(獅子)|直江兼続(王佐),EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0204|EIK_0034,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|技巧伝承,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|技巧伝承,13779,3635,166,184,353,855,253,601,594,606,594,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0016|EIK_0034|EIK_0204||意気衝天|技巧伝承|摂理探究|柔能制剛|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,21620,21620,jinpo_result_db_8.csv,生命,13779
step174_8_011163,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0378|EIK_0015|EIK_0016|EIK_0204|EIK_0034,豊臣秀長|前田利家|武田晴信|三条の方|北条氏康(獅子)|直江兼続(王佐),EIK_0001|EIK_0378|EIK_0015|EIK_0016|EIK_0204|EIK_0034,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|技巧伝承,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|技巧伝承,13779,3635,166,184,353,855,253,601,594,606,594,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0016|EIK_0034|EIK_0204|EIK_0378||意気衝天|技巧伝承|摂理探究|柔能制剛|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,21620,21620,jinpo_result_db_8.csv,生命,13779
step174_8_010913,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0015|EIK_0388|EIK_0204|EIK_0068|EIK_0001|EIK_0012,武田晴信|お市(八雷)|北条氏康(獅子)|島津義久|豊臣秀長|前田利家(雄材),EIK_0015|EIK_0388|EIK_0204|EIK_0068|EIK_0001|EIK_0012,意気衝天|質実剛健|柔能制剛|立役者|知勇兼備|摂理探究|謀略家|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|知勇兼備|摂理探究|謀略家|雄材大略,13758,4450,223,237,249,925,243,595,577,601,591,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0068|EIK_0204|EIK_0388||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22449,22449,jinpo_result_db_8.csv,生命,13758
step174_8_010914,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0015|EIK_0388|EIK_0204|EIK_0068|EIK_0001|EIK_0378,武田晴信|お市(八雷)|北条氏康(獅子)|島津義久|豊臣秀長|前田利家,EIK_0015|EIK_0388|EIK_0204|EIK_0068|EIK_0001|EIK_0378,意気衝天|質実剛健|柔能制剛|立役者|知勇兼備|摂理探究|謀略家|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|知勇兼備|摂理探究|謀略家|雄材大略,13758,4450,223,237,249,925,243,595,577,601,591,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0015|EIK_0068|EIK_0204|EIK_0378|EIK_0388||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22449,22449,jinpo_result_db_8.csv,生命,13758
step174_8_010944,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_8.csv,魚鱗,通常,8,EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0204|EIK_0020,豊臣秀長|前田利家(雄材)|武田晴信|雫の者|北条氏康(獅子)|北条氏照(剛柔),EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0204|EIK_0020,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,摂理探究|謀略家|雄材大略|意気衝天|質実剛健|柔能制剛|立役者|知勇兼備,13750,4185,217,242,237,927,246,608,596,596,570,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||8||EIK_0001|EIK_0012|EIK_0015|EIK_0018|EIK_0020|EIK_0204||意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,,step174_validate_repair_7_9,22174,22174,jinpo_result_db_8.csv,生命,13750
