result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step104_pair_方円_5_0001461,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8186,4702,228,321,70,78,141,172,183,211,168,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14460,14460,jinpo_result_db_5.csv
step104_pair_方円_5_0001462,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8154,4702,220,315,68,77,149,160,172,192,157,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14366,14366,jinpo_result_db_5.csv
step104_pair_方円_5_0001460,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政(勇猛)|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政(勇猛)|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8041,4868,228,321,74,86,150,182,198,221,179,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政(勇猛)|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14548,14548,jinpo_result_db_5.csv
step104_pair_方円_5_0001476,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎,侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8073,4558,231,311,68,84,146,169,181,199,170,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎||2-3-4:侍|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:猛将の絆|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14190,14190,jinpo_result_db_5.csv
step104_pair_方円_5_0002173,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,山中鹿之介|斎藤道三(巳)|陶晴賢|石川数正(臥薪)|直江兼続(王佐)|斎藤利三(神祇),山中鹿之介|斎藤道三(巳)|陶晴賢|石川数正(臥薪)|直江兼続(王佐)|斎藤利三(神祇),野心家の絆|才腕の絆|立役者|技巧伝承|知勇兼備,野心家の絆|才腕の絆|立役者|技巧伝承|知勇兼備,7858,2943,53,55,323,435,275,402,418,419,396,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||山中鹿之介|斎藤道三(巳)|陶晴賢|石川数正(臥薪)|直江兼続(王佐)|斎藤利三(神祇)||2-3-4:野心家の絆|2-3-4:才腕の絆|4-5-6:立役者|4-5-6:技巧伝承|6-1-2:知勇兼備,,step171_new_formula_rebuild,13577,13577,jinpo_result_db_5.csv
step104_pair_方円_5_0001463,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8002,4683,223,313,68,77,147,159,173,190,159,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14194,14194,jinpo_result_db_5.csv
step104_pair_方円_5_0001464,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7999,4659,217,305,70,77,146,169,182,200,166,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14190,14190,jinpo_result_db_5.csv
step104_pair_方円_5_0001465,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7960,4618,220,309,67,77,140,160,173,192,162,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14078,14078,jinpo_result_db_5.csv
step104_pair_方円_5_0001466,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7707,4499,215,302,64,74,137,156,169,185,156,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13664,13664,jinpo_result_db_5.csv
step104_pair_方円_5_0001467,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7707,4499,212,302,65,74,137,156,169,189,152,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|井伊直政|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13662,13662,jinpo_result_db_5.csv
step104_pair_方円_5_0000672,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|出雲阿国(野望)|魔女ルシア,羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|出雲阿国(野望)|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|花鳥風月,才腕の絆|文明開化|技巧伝承|多芸多才|花鳥風月,8030,1698,78,64,325,203,490,403,423,423,434,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|大内義隆|雑賀孫市(道化)|堀秀政|出雲阿国(野望)|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:花鳥風月,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12571,12571,jinpo_result_db_5.csv
step104_pair_方円_5_0001468,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|本多忠勝|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|本多忠勝|井伊直虎,猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7707,4499,209,296,66,74,137,156,169,185,156,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|後藤又兵衛|長野業正|本多忠勝|井伊直虎||2-3-4:猛将の絆|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:侍|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13654,13654,jinpo_result_db_5.csv
step104_pair_方円_5_0002014,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|出雲阿国(野望)|魔女ルシア,羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|出雲阿国(野望)|魔女ルシア,才腕の絆|文明開化|技巧伝承|多芸多才|花鳥風月,才腕の絆|文明開化|技巧伝承|多芸多才|花鳥風月,8030,1698,78,64,325,203,490,403,423,423,434,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||羽柴秀吉(涼)|雑賀孫市(道化)|大内義隆|堀秀政|出雲阿国(野望)|魔女ルシア||2-3-4:才腕の絆|2-3-4:文明開化|2-3-4:技巧伝承|2-3-4:多芸多才|4-5-6:花鳥風月,fallback_hero_stats:羽柴秀吉(涼),step171_new_formula_rebuild,12571,12571,jinpo_result_db_5.csv
step104_pair_方円_5_0001478,RULE104_FISH_HOEN_PAIR_RESULT,step104_pair_generated_from_step103,方円,通常,5,甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎,甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎,侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,7820,4438,226,305,65,82,141,163,176,194,166,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||5||甲斐姫(鷹爪)|山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎||2-3-4:侍|2-3-4:根性の絆|2-3-4:泰然自若|4-5-6:猛将の絆|6-1-2:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13776,13776,jinpo_result_db_5.csv
