result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_126001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,斎藤道三(巳)|島津義久|果心居士|島左近|長野業正|山県昌景(泰然),EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,10046,1364,307,415,192,343,212,342,343,365,354,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0068|EIK_0101|EIK_0103|EIK_0188|EIK_0247|EIK_0331||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126012,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0232|EIK_0132|EIK_0387|EIK_0082|EIK_0036|EIK_0088,小松姫(水練)|真柄直隆|朝倉義景(八雷)|山中鹿之介|稲葉一鉄|井伊直政(勇猛),EIK_0232|EIK_0132|EIK_0387|EIK_0082|EIK_0036|EIK_0088,流行創出|勇猛果敢|もののふ|猛将の絆|武芸の絆|豪傑|戦場の華,流行創出|勇猛果敢|もののふ|猛将の絆|武芸の絆|豪傑|戦場の華,9130,3253,692,117,247,118,148,144,145,149,140,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0036|EIK_0088|EIK_0132|EIK_0232|EIK_0082|EIK_0387||もののふ|勇猛果敢|戦場の華|武芸の絆|流行創出|猛将の絆|豪傑,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126013,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0238|EIK_0125|EIK_0301|EIK_0387|EIK_0256|EIK_0093,森蘭丸(凶禍)|竹中半兵衛|真田信幸|朝倉義景(八雷)|魔女ルシア|大内義隆,EIK_0238|EIK_0125|EIK_0301|EIK_0387|EIK_0256|EIK_0093,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|知勇兼備,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|知勇兼備,9294,1432,45,77,299,557,359,544,548,509,619,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0093|EIK_0125|EIK_0238|EIK_0256|EIK_0301|EIK_0387||山紫水明|技巧伝承|文化人の絆|文明開化|知勇兼備|立役者|陰陽師,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126014,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0238|EIK_0246|EIK_0301|EIK_0387|EIK_0256|EIK_0093,森蘭丸(凶禍)|竹中半兵衛(知将)|真田信幸|朝倉義景(八雷)|魔女ルシア|大内義隆,EIK_0238|EIK_0246|EIK_0301|EIK_0387|EIK_0256|EIK_0093,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|知勇兼備,陰陽師|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|知勇兼備,9294,1432,45,77,299,557,359,544,548,509,619,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0093|EIK_0238|EIK_0246|EIK_0256|EIK_0301|EIK_0387||山紫水明|技巧伝承|文化人の絆|文明開化|知勇兼備|立役者|陰陽師,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126015,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0239|EIK_0082|EIK_0089|EIK_0103|EIK_0149|EIK_0226,真田幸村(水練)|山中鹿之介|村上義清|長野業正|武田勝頼|柴田勝家(風雲),EIK_0239|EIK_0082|EIK_0089|EIK_0103|EIK_0149|EIK_0226,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|武芸の絆,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|もののふ|武芸の絆,10090,2129,598,400,212,0,134,169,185,204,162,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0149|EIK_0226|EIK_0239||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126016,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0253|EIK_0064|EIK_0017|EIK_0095|EIK_0088|EIK_0297,福島正則|雑賀孫市(道化)|堀秀政|柳生宗矩|井伊直政(勇猛)|小松姫,EIK_0253|EIK_0064|EIK_0017|EIK_0095|EIK_0088|EIK_0297,才腕の絆|技巧伝承|文明開化|多芸多才|武芸の絆|豪傑|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|武芸の絆|豪傑|戦場の華,10057,902,434,128,490,236,463,364,382,411,416,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0064|EIK_0088|EIK_0095|EIK_0253|EIK_0297||多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|武芸の絆|豪傑,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126017,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0260|EIK_0082|EIK_0247|EIK_0103|EIK_0232|EIK_0070,立花宗茂|山中鹿之介|島左近|長野業正|小松姫(水練)|前田利家(兎忍),EIK_0260|EIK_0082|EIK_0247|EIK_0103|EIK_0232|EIK_0070,侍|もののふ|泰然自若|根性の絆|戦場の華|武芸の絆|猛将の絆,侍|もののふ|泰然自若|根性の絆|戦場の華|武芸の絆|猛将の絆,10065,2164,548,370,118,62,279,159,170,176,172,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0070|EIK_0082|EIK_0103|EIK_0232|EIK_0247|EIK_0260||もののふ|侍|戦場の華|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126018,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0285|EIK_0034|EIK_0054|EIK_0387|EIK_0224|EIK_0114,細川晴元|直江兼続(王佐)|斎藤利三(神祇)|朝倉義景(八雷)|黒猫ノア|細川藤孝(立役),EIK_0285|EIK_0034|EIK_0054|EIK_0387|EIK_0224|EIK_0114,陰陽師|立役者|技巧伝承|山紫水明|文明開化|外交官の絆|文化人の絆,陰陽師|立役者|技巧伝承|山紫水明|文明開化|外交官の絆|文化人の絆,9756,620,0,36,346,536,463,643,640,619,624,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0034|EIK_0054|EIK_0114|EIK_0224|EIK_0285|EIK_0387||外交官の絆|山紫水明|技巧伝承|文化人の絆|文明開化|立役者|陰陽師,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126019,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0286|EIK_0093|EIK_0042|EIK_0256|EIK_0197|EIK_0108,細川藤孝|大内義隆|谷忠澄|魔女ルシア|足利義輝(野望)|名古屋山三郎,EIK_0286|EIK_0093|EIK_0042|EIK_0256|EIK_0197|EIK_0108,多芸多才|技巧伝承|文明開化|竜飛鳳舞|流行創出|山紫水明|文化人の絆,多芸多才|技巧伝承|文明開化|竜飛鳳舞|流行創出|山紫水明|文化人の絆,9677,881,185,56,320,518,281,591,595,562,617,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0093|EIK_0108|EIK_0197|EIK_0256|EIK_0286||多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|竜飛鳳舞,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126020,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0300|EIK_0095|EIK_0114|EIK_0256|EIK_0070|EIK_0239,森蘭丸|柳生宗矩|細川藤孝(立役)|魔女ルシア|前田利家(兎忍)|真田幸村(水練),EIK_0300|EIK_0095|EIK_0114|EIK_0256|EIK_0070|EIK_0239,技巧伝承|文明開化|文化人の絆|流行創出|洒落者の絆|戦場の華|武芸の絆,技巧伝承|文明開化|文化人の絆|流行創出|洒落者の絆|戦場の華|武芸の絆,9982,874,148,55,317,245,503,526,572,507,554,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0070|EIK_0095|EIK_0114|EIK_0239|EIK_0256|EIK_0300||戦場の華|技巧伝承|文化人の絆|文明開化|武芸の絆|洒落者の絆|流行創出,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_126021,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0316|EIK_0247|EIK_0101|EIK_0103|EIK_0182|EIK_0236,伴長信|島左近|山県昌景(泰然)|長野業正|武田信玄|城大工かんな,EIK_0316|EIK_0247|EIK_0101|EIK_0103|EIK_0182|EIK_0236,侍|もののふ|根性の絆|泰然自若|衣鉢相伝|鎧袖一触|一気呵成,侍|もののふ|根性の絆|泰然自若|衣鉢相伝|鎧袖一触|一気呵成,9873,2002,524,424,108,0,207,308,268,299,270,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0101|EIK_0103|EIK_0182|EIK_0236|EIK_0247|EIK_0316||もののふ|一気呵成|侍|根性の絆|泰然自若|衣鉢相伝|鎧袖一触,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
