result_id,issue,formation,old_bond_count,actual_bond_count,old_bond_names,actual_bond_names,eiketsu_ids,eiketsu_names
step172_7_方円_000311,actual_count_outside_7_9,方円,7,6,侍|意気衝天|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|侍|雄材大略,EIK_0099|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0066,明石全登|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_000358,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0069|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,蜂須賀正勝|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_000366,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_000400,actual_count_outside_7_9,方円,7,5,才腕の絆|技巧伝承|流行創出|知勇兼備|立役者|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0022|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|佐竹義重|尼子晴久
step172_7_方円_000401,actual_count_outside_7_9,方円,7,5,才腕の絆|技巧伝承|流行創出|知勇兼備|立役者|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0022|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|佐竹義重|尼子晴久
step172_7_方円_000402,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0069|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0002,蜂須賀正勝|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_000412,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_000438,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_000506,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_000549,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0003,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_000584,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0033,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_000588,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0012|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0066,前田利家(雄材)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_000589,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0378|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0066,前田利家|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_000603,actual_count_outside_7_9,方円,7,6,世渡り上手の絆|天神地祇|才腕の絆|薬師|謀略家|質実剛健|野心家の絆,薬師|質実剛健|天神地祇|世渡り上手の絆|謀略家|野心家の絆,EIK_0385|EIK_0077|EIK_0388|EIK_0154|EIK_0054|EIK_0083,尼子晴久|石川数正(臥薪)|お市(八雷)|ねね(涼)|斎藤利三(神祇)|豊臣秀吉
step172_7_方円_000604,actual_count_outside_7_9,方円,7,6,世渡り上手の絆|天神地祇|才腕の絆|薬師|謀略家|質実剛健|野心家の絆,薬師|質実剛健|天神地祇|世渡り上手の絆|謀略家|野心家の絆,EIK_0385|EIK_0077|EIK_0388|EIK_0376|EIK_0054|EIK_0083,尼子晴久|石川数正(臥薪)|お市(八雷)|ねね(納涼)|斎藤利三(神祇)|豊臣秀吉
step172_7_方円_000651,actual_count_outside_7_9,方円,7,4,意気衝天|才腕の絆|技巧伝承|柔能制剛|知勇兼備|老練闊達|質実剛健,意気衝天|質実剛健|柔能制剛|老練闊達,EIK_0006|EIK_0019|EIK_0388|EIK_0204|EIK_0091|EIK_0125,島津日新斎|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|豊臣秀次|竹中半兵衛
step172_7_方円_000659,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0012|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0002,前田利家(雄材)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_000660,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0378|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0002,前田利家|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_000698,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0003|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛(右腕)|竹中半兵衛
step172_7_方円_000709,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0099|EIK_0015|EIK_0388|EIK_0204|EIK_0033|EIK_0125,明石全登|武田晴信|お市(八雷)|北条氏康(獅子)|丹羽長秀(風雲)|竹中半兵衛
step172_7_方円_000788,actual_count_outside_7_9,方円,7,5,意気衝天|才腕の絆|技巧伝承|柔能制剛|立役者|老練闊達|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|老練闊達,EIK_0006|EIK_0019|EIK_0388|EIK_0204|EIK_0034|EIK_0125,島津日新斎|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|直江兼続(王佐)|竹中半兵衛
step172_7_方円_000900,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0012|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0003,前田利家(雄材)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_000901,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0378|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0003,前田利家|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|竹中半兵衛(右腕)
step172_7_方円_000915,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0012|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0033,前田利家(雄材)|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_000916,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|知勇兼備|立役者|謀略家|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|雄材大略|謀略家,EIK_0378|EIK_0019|EIK_0388|EIK_0204|EIK_0125|EIK_0033,前田利家|伊達政宗(起源)|お市(八雷)|北条氏康(獅子)|竹中半兵衛|丹羽長秀(風雲)
step172_7_方円_000938,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0048|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,岡国高|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_001062,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0043|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,伊奈忠次|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_001070,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0048|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,岡国高|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001074,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0016|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|三条の方|北条氏康(獅子)
step172_7_方円_001076,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0016|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|三条の方|北条氏康(獅子)
step172_7_方円_001081,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001107,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0069|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|蜂須賀正勝|尼子晴久
step172_7_方円_001108,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0069|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|蜂須賀正勝|尼子晴久
step172_7_方円_001130,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0384|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|甲斐姫(鷹爪)|北条氏康(獅子)
step172_7_方円_001132,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0384|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|甲斐姫(鷹爪)|北条氏康(獅子)
step172_7_方円_001180,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0049|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,鈴木元信|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_001215,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|才気煥発|謀略家,EIK_0083|EIK_0015|EIK_0388|EIK_0204|EIK_0066|EIK_0125,豊臣秀吉|武田晴信|お市(八雷)|北条氏康(獅子)|鍋島直茂(乱雲)|竹中半兵衛
step172_7_方円_001220,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0009|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|毛利隆元|尼子晴久
step172_7_方円_001221,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0009|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|毛利隆元|尼子晴久
step172_7_方円_001232,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0043|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,伊奈忠次|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001245,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|謀略家|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|謀略家,EIK_0068|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0002,島津義久|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|片倉景綱(右腕)
step172_7_方円_001248,actual_count_outside_7_9,方円,7,6,意気衝天|才気煥発|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|才気煥発,EIK_0029|EIK_0015|EIK_0388|EIK_0204|EIK_0002|EIK_0125,本願寺顕如|武田晴信|お市(八雷)|北条氏康(獅子)|片倉景綱(右腕)|竹中半兵衛
step172_7_方円_001285,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0012|EIK_0034|EIK_0387|EIK_0054|EIK_0083|EIK_0385,前田利家(雄材)|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|豊臣秀吉|尼子晴久
step172_7_方円_001286,actual_count_outside_7_9,方円,7,6,才腕の絆|技巧伝承|流行創出|立役者|謀略家|陰陽師|雄材大略,陰陽師|立役者|技巧伝承|謀略家|雄材大略|流行創出,EIK_0378|EIK_0034|EIK_0387|EIK_0054|EIK_0083|EIK_0385,前田利家|直江兼続(王佐)|朝倉義景|斎藤利三(神祇)|豊臣秀吉|尼子晴久
step172_7_方円_001325,actual_count_outside_7_9,方円,7,6,意気衝天|摂理探究|柔能制剛|知勇兼備|立役者|質実剛健|雄材大略,意気衝天|質実剛健|柔能制剛|立役者|摂理探究|雄材大略,EIK_0036|EIK_0015|EIK_0388|EIK_0204|EIK_0125|EIK_0066,稲葉一鉄|武田晴信|お市(八雷)|北条氏康(獅子)|竹中半兵衛|鍋島直茂(乱雲)
step172_7_方円_001331,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0015|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|武田晴信|北条氏康(獅子)
step172_7_方円_001333,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0382|EIK_0388|EIK_0015|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(通)|お市(八雷)|武田晴信|北条氏康(獅子)
step172_7_方円_001340,actual_count_outside_7_9,方円,7,6,意気衝天|柔能制剛|王佐之才|知勇兼備|立役者|薬師|質実剛健,薬師|王佐之才|意気衝天|質実剛健|立役者|柔能制剛,EIK_0125|EIK_0033|EIK_0004|EIK_0388|EIK_0018|EIK_0204,竹中半兵衛|丹羽長秀(風雲)|酒井忠次(衣鉢)|お市(八雷)|雫の者|北条氏康(獅子)
