result_id,陣形,bond_count,配置1,配置2,配置3,配置4,配置5,配置6,配置ID1,配置ID2,配置ID3,配置ID4,配置ID5,配置ID6,発動因縁,有効ライン1,有効ライン1因縁,有効ライン2,有効ライン2因縁,有効ライン3,有効ライン3因縁,重複除外キー,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,総合値,total_score,stat_status,calc_source
G3_REBUILD56_DEDUP_6_0002453,魚鱗,6,伊賀崎道順,西光寺真敬,甲斐姫,十河一存,山県昌景,下間頼廉,EIK_0076,EIK_0303,EIK_0112,EIK_0039,EIK_0291,EIK_0360,侍|豪傑|奇襲|籠城名手|能鷹隠爪|意気衝天,1-2-3,籠城名手|能鷹隠爪,3-4-5,侍|豪傑|意気衝天,5-6-1,奇襲,魚鱗||等級3以下ON||6||EIK_0039|EIK_0076|EIK_0112|EIK_0291|EIK_0303|EIK_0360,6751,2338,195,184,215,128,117,27,26,29,28,10038,10038,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002454,魚鱗,6,十河一存,小松姫,山県昌景,薄田兼相,柴田勝家,来福寺左京,EIK_0039,EIK_0297,EIK_0291,EIK_0005,EIK_0294,EIK_0356,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0356,6639,2291,655,34,253,39,126,0,0,0,0,10037,10037,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002455,魚鱗,6,薄田兼相,柴田勝家,山県昌景,十河一存,小松姫,下間頼廉,EIK_0005,EIK_0294,EIK_0291,EIK_0039,EIK_0297,EIK_0360,侍|剣豪の絆|豪傑|意気衝天|意気軒昂|日進月歩,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,豪傑|意気衝天,5-6-1,日進月歩,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0360,6732,2266,559,80,283,38,79,0,0,0,0,10037,10037,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002456,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,出浦盛清,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0296,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0296|EIK_0365,6667,2262,655,34,261,37,120,0,0,0,0,10036,10036,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002457,魚鱗,6,十河一存,本庄繁長,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0153,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0153|EIK_0291|EIK_0294|EIK_0365,6584,2468,532,74,251,38,89,0,0,0,0,10036,10036,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002458,魚鱗,6,支倉常長,願証寺証恵,香宗我部親泰,北条氏邦,北条高広,甲斐姫,EIK_0038,EIK_0278,EIK_0087,EIK_0040,EIK_0319,EIK_0112,侍|武士道の絆|立役者|謀略家|雄材大略|摂理探究,1-2-3,立役者|摂理探究,3-4-5,侍|謀略家,5-6-1,武士道の絆|雄材大略,魚鱗||等級3以下ON||6||EIK_0038|EIK_0040|EIK_0087|EIK_0112|EIK_0278|EIK_0319,6824,1850,185,89,0,339,146,153,162,137,149,10034,10034,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002459,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,窯隠れの才蔵,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0326,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0326|EIK_0365,6707,2285,591,30,245,40,136,0,0,0,0,10034,10034,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002460,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,滝川一益,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0304,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0304|EIK_0365,6638,2269,649,31,272,37,135,0,0,0,0,10031,10031,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002461,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,窯隠れの才蔵,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0326,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0326|EIK_0365,6743,2275,579,33,234,40,120,0,0,0,0,10024,10024,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002462,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,滝川一益,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0304,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0304|EIK_0365,6673,2260,636,34,262,38,120,0,0,0,0,10023,10023,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002463,魚鱗,6,十河一存,黒百合,山県昌景,薄田兼相,柴田勝家,小松姫,EIK_0039,EIK_0032,EIK_0291,EIK_0005,EIK_0294,EIK_0297,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆|豪傑,魚鱗||等級3以下ON||6||EIK_0005|EIK_0032|EIK_0039|EIK_0291|EIK_0294|EIK_0297,6658,2348,568,78,246,41,83,0,0,0,0,10022,10022,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002464,魚鱗,6,十河一存,小松姫,山県昌景,薄田兼相,柴田勝家,真田信尹,EIK_0039,EIK_0297,EIK_0291,EIK_0005,EIK_0294,EIK_0347,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0347,6689,2301,585,78,246,39,82,0,0,0,0,10020,10020,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002465,魚鱗,6,伊賀崎道順,西光寺真敬,甲斐姫,十河一存,山県昌景,石川五右衛門,EIK_0076,EIK_0303,EIK_0112,EIK_0039,EIK_0291,EIK_0368,侍|豪傑|奇襲|籠城名手|能鷹隠爪|意気衝天,1-2-3,籠城名手|能鷹隠爪,3-4-5,侍|豪傑|意気衝天,5-6-1,奇襲,魚鱗||等級3以下ON||6||EIK_0039|EIK_0076|EIK_0112|EIK_0291|EIK_0303|EIK_0368,6754,2328,181,182,214,132,118,27,26,30,28,10020,10020,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
